PAGE HITS,USER-AGENT-STRING,DEVICE TYPE,DEVICE MAKER,DEVICE MODEL,DEVICE MODEL VERSION,OS,OS VERSION,OS MAKER,BROWSER,BROWSER VERSION,APPLICATION,APPLICATION VERSION,LANGUAGE CODE,COUNTRY CODE,UNKNOWN PROPERTIES
212574,"Mozilla/5.0 (iPod touch; U; CPU iPhone OS 6_0 like Mac OS X; en-GB) Times/1.3.2",Smartphone,Apple,iPod touch,iPod touch,iOS,6.0,Apple Inc.,Mozilla,Unknown,Times,1.3.2,en,GB,1
212195,"Mozilla/5.0 (Linux; U; Android 4.1.1; en-gb; Nexus 7 Build/JRO03D) Times/1.3.0",Smartphone,Unknown,Nexus 7,Unknown,ANDROID,4.1.1,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
210294,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; nb-NO) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,nb,NO,1
209855,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-SG) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,en,SG,1
209409,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3",Smartphone,Apple,iPhone,iPhone,iOS,5.1.1,Apple Inc.,Safari,5.1,Unknown,Unknown,Unknown,Unknown,4
207282,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; en-US) Times of London/1.3.2",Smartphone,Apple,iPhone,iPhone,iOS,6.0,Apple Inc.,Mozilla,Unknown,Times of London,1.3.2,en,US,1
206078,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_2_1 like Mac OS X; en-GB) iPadTimes/2.4",Tablet,Apple,iPad,iPad,iOS,4.2.1,Apple Inc.,Mozilla,Unknown,iPadTimes,2.4,en,GB,1
204673,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-AU) Sunday Times/223",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Sunday Times,223,en,AU,1
200719,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-GB) iPadTimesAnvil/2.8",Tablet,Apple,iPad,iPad,iOS,5.0.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8,en,GB,1
199837,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-IE) Sunday Times/223",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Sunday Times,223,en,IE,1
197883,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times/1.3.1",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Times,1.3.1,en,GB,1
194935,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Chrome,22.0.1229.94,Unknown,Unknown,Unknown,Unknown,6
190548,"Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; HTC One S Build/IML74K) Times/1.3.0",Smartphone,HTC,One S,Unknown,ANDROID,4.0.3,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,2
189704,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-IE) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,en,IE,1
189687,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.26.14 (KHTML, like Gecko) Version/6.0.1 Safari/536.26.14",Computer,Apple,Computer,Unknown,MAC OS X,10.7.5,Apple Inc.,Safari,6.0.1,Unknown,Unknown,Unknown,Unknown,5
188067,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; sv-SE) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,sv,SE,1
187131,"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Firefox,14.0.1,Unknown,Unknown,Unknown,Unknown,6
185751,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_1 like Mac OS X; en-GB) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,4.3.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,en,GB,1
179803,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_2 like Mac OS X; en-GB) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,4.3.2,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,en,GB,1
178834,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-NZ) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,NZ,1
178673,"Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; HTC Desire HD A9191 Build/GRJ90) Times/1.3.0",Smartphone,HTC,Desire HD A9191,Unknown,ANDROID,2.3.5,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,2
177229,"Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; GT-I9100 Build/GINGERBREAD) Times/1.3.0",Smartphone,Unknown,GT-I9100,Unknown,ANDROID,2.3.5,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
173801,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-GB) Sunday Times/2.1.1",Tablet,Apple,iPad,iPad,iOS,4.3.3,Apple Inc.,Mozilla,Unknown,Sunday Times,2.1.1,en,GB,1
167590,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:15.0) Gecko/20100101 Firefox/15.0.1",Computer,Apple,Computer,Unknown,MAC OS X,10.6,Apple Inc.,Firefox,15.0.1,Unknown,Unknown,Unknown,Unknown,5
164805,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-GB) Sunday Times/2.1.1",Tablet,Apple,iPad,iPad,iOS,4.3.5,Apple Inc.,Mozilla,Unknown,Sunday Times,2.1.1,en,GB,1
164411,"Mozilla/5.0 (Linux; U; Android 2.3.6; en-gb; GT-I8160 Build/GINGERBREAD) Times/1.3.0",Smartphone,Unknown,GT-I8160,Unknown,ANDROID,2.3.6,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
164213,"Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; HTC Sensation Z710e Build/IML74K) Times/1.3.0",Smartphone,HTC,Sensation Z710e,Unknown,ANDROID,4.0.3,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,2
163786,"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Mobile/9B206",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Apple Mail,Unknown,Unknown,Unknown,Unknown,Unknown,5
161579,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-GB) Times/1.3.2",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,Times,1.3.2,en,GB,1
159812,"Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Firefox,15.0,Unknown,Unknown,Unknown,Unknown,6
159761,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-GB) iPadTimes/2.4",Tablet,Apple,iPad,iPad,iOS,4.3.3,Apple Inc.,Mozilla,Unknown,iPadTimes,2.4,en,GB,1
158609,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-US) iPadTimesAnvil/2.8",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8,en,US,1
157157,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; es-ES) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,es,ES,1
154496,"Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; HTC One X Build/IML74K) Times/1.3.0",Smartphone,HTC,One X,Unknown,ANDROID,4.0.3,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,2
154050,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:15.0) Gecko/20100101 Firefox/15.0.1",Computer,Apple,Computer,Unknown,MAC OS X,10.7,Apple Inc.,Firefox,15.0.1,Unknown,Unknown,Unknown,Unknown,5
152566,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; de-CH) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,de,CH,1
152475,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-AU) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,en,AU,1
149381,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Computer,Apple,Computer,Unknown,MAC OS X,10.7.4,Apple Inc.,Chrome,21.0.1180.89,Unknown,Unknown,Unknown,Unknown,5
146627,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Computer,Apple,Computer,Unknown,MAC OS X,10.6.8,Apple Inc.,Chrome,21.0.1180.89,Unknown,Unknown,Unknown,Unknown,5
145061,"Mozilla/5.0 (iPad; U; CPU iPhone OS 3_2 like Mac OS X; en-GB) iPadTimes/2.4",Tablet,Apple,iPad,iPad,iOS,3.2,Apple Inc.,Mozilla,Unknown,iPadTimes,2.4,en,GB,1
143542,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; da-DK) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,da,DK,1
143293,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-CA) Sunday Times/223",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Sunday Times,223,en,CA,1
143244,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; fr-FR) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,fr,FR,1
140885,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-GB) Sunday Times/2.1.1",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,Sunday Times,2.1.1,en,GB,1
140136,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-HK) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,HK,1
139809,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_5 like Mac OS X; en-GB) Times/1.3.1",Smartphone,Apple,iPhone,iPhone,iOS,4.3.5,Apple Inc.,Mozilla,Unknown,Times,1.3.1,en,GB,1
139468,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_3 like Mac OS X; en-GB) Times/1.3.1",Smartphone,Apple,iPhone,iPhone,iOS,4.3.3,Apple Inc.,Mozilla,Unknown,Times,1.3.1,en,GB,1
137061,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-BE) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,BE,1
136680,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US) Times of London/1.3",Smartphone,Apple,iPhone,iPhone,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Times of London,1.3,en,US,1
135262,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.56.5 (KHTML, like Gecko) Version/5.1.6 Safari/534.56.5",Computer,Apple,Computer,Unknown,MAC OS X,10.7.4,Apple Inc.,Safari,5.1.6,Unknown,Unknown,Unknown,Unknown,5
133582,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-GB) iPadTimes/2.4",Tablet,Apple,iPad,iPad,iOS,4.3.5,Apple Inc.,Mozilla,Unknown,iPadTimes,2.4,en,GB,1
130619,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; it-IT) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,it,IT,1
128630,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US) Sunday Times/2.1.1",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Sunday Times,2.1.1,en,US,1
127957,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-AU) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,AU,1
126163,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-GB) iPadTimesAnvil/2.5",Tablet,Apple,iPad,iPad,iOS,4.3.5,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.5,en,GB,1
124339,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.83 Safari/537.1",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Chrome,21.0.1180.83,Unknown,Unknown,Unknown,Unknown,6
122937,"Mozilla/5.0 (Linux; U; Android 2.3.6; en-gb; GT-I9100P Build/GINGERBREAD) Times/1.3.0",Smartphone,Unknown,GT-I9100P,Unknown,ANDROID,2.3.6,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
121797,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A403 Safari/8536.25",Smartphone,Apple,iPhone,iPhone,iOS,6.0,Apple Inc.,Safari,6.0,Unknown,Unknown,Unknown,Unknown,4
118492,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; zh-CN) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,zh,CN,1
117575,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.92 Safari/537.4",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Chrome,22.0.1229.92,Unknown,Unknown,Unknown,Unknown,6
115243,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; nl-NL) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,nl,NL,1
113001,"Mozilla/5.0 (iPod touch; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times/1.3.2",Smartphone,Apple,iPod touch,iPod touch,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Times,1.3.2,en,GB,1
112749,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-SG) Sunday Times/223",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Sunday Times,223,en,SG,1
112388,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; fr-CH) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,fr,CH,1
110444,"Mozilla/5.0 (Windows NT 5.1; rv:14.0) Gecko/20100101 Firefox/14.0.1",Computer,Unknown,Computer,Unknown,WINDOWS,XP,Microsoft Corporation,Firefox,14.0.1,Unknown,Unknown,Unknown,Unknown,6
107300,"Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; HTC Sensation XE with Beats Audio Z715e Build/IML74K) Times/1.3.0",Smartphone,HTC,Sensation XE with Beats Audio Z715e,Unknown,ANDROID,4.0.3,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,2
106809,"Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0",Computer,Unknown,Computer,Unknown,WINDOWS,XP,Microsoft Corporation,Firefox,15.0,Unknown,Unknown,Unknown,Unknown,6
104614,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_1 like Mac OS X; en-US) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,4.3.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,US,1
104007,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-AU) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,4.3.3,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,AU,1
103779,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_2_1 like Mac OS X; en-GB) Sunday Times/2.1.1",Tablet,Apple,iPad,iPad,iOS,4.2.1,Apple Inc.,Mozilla,Unknown,Sunday Times,2.1.1,en,GB,1
103453,"Mozilla/5.0 (Linux; U; Android 2.3.3; en-gb; GT-I9100 Build/GINGERBREAD) Times/1.2.2",Smartphone,Unknown,GT-I9100,Unknown,ANDROID,2.3.3,Google Inc.,Mozilla,Unknown,Times,1.2.2,en,gb,3
101900,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; sv-SE) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,sv,SE,1
101872,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.83 Safari/537.1",Computer,Unknown,Computer,Unknown,WINDOWS,XP,Microsoft Corporation,Chrome,21.0.1180.83,Unknown,Unknown,Unknown,Unknown,6
101653,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2",Computer,Apple,Computer,Unknown,MAC OS X,10.7.4,Apple Inc.,Safari,5.1.7,Unknown,Unknown,Unknown,Unknown,5
100641,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; de-DE) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,de,DE,1
99855,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_2_1 like Mac OS X; en-GB) iPadTimesAnvil/2.5",Tablet,Apple,iPad,iPad,iOS,4.2.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.5,en,GB,1
99725,"Mozilla/5.0 (iPad; CPU OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B176 Safari/7534.48.3",Tablet,Apple,iPad,iPad,iOS,5.1,Apple Inc.,Safari,5.1,Unknown,Unknown,Unknown,Unknown,4
99283,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-HK) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,en,HK,1
99238,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-SG) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,en,SG,1
98916,"Mozilla/5.0 (Linux; U; Android 2.3.3; en-gb; GT-S5830 Build/GINGERBREAD) Times/1.3.0",Smartphone,Unknown,GT-S5830,Unknown,ANDROID,2.3.3,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
98659,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; fr-FR) Sunday Times/223",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Sunday Times,223,fr,FR,1
98454,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-AU) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,4.3.5,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,AU,1
97647,"Mozilla/5.0 (iPad; U; CPU iPhone OS 3_2_1 like Mac OS X; en-GB) iPadTimes/2.4",Tablet,Apple,iPad,iPad,iOS,3.2.1,Apple Inc.,Mozilla,Unknown,iPadTimes,2.4,en,GB,1
97430,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)",Computer,Unknown,Computer,Unknown,WINDOWS,XP,Microsoft Corporation,Internet Explorer,8.0,Unknown,Unknown,Unknown,Unknown,6
96892,"Mozilla/5.0 (Linux; U; Android 4.1.1; en-gb; Galaxy Nexus Build/JRO03C) Times/1.3.0",Smartphone,Unknown,Galaxy Nexus,Unknown,ANDROID,4.1.1,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,3
96288,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENGB)",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Internet Explorer,9.0,Unknown,Unknown,Unknown,Unknown,6
95162,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1 like Mac OS X; en-GB) Times/1.3.2",Smartphone,Apple,iPhone,iPhone,iOS,5.1,Apple Inc.,Mozilla,Unknown,Times,1.3.2,en,GB,1
94080,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25",Computer,Apple,Computer,Unknown,MAC OS X,10.7.5,Apple Inc.,Safari,6.0,Unknown,Unknown,Unknown,Unknown,5
93129,"Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MATM)",Computer,Unknown,Computer,Unknown,WINDOWS,7,Microsoft Corporation,Internet Explorer,9.0,Unknown,Unknown,Unknown,Unknown,6
92649,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Mobile/9B206",Smartphone,Apple,iPhone,iPhone,iOS,5.1.1,Apple Inc.,Apple Mail,Unknown,Unknown,Unknown,Unknown,Unknown,5
92636,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; en-GB) Times/1.2.1",Smartphone,Apple,iPhone,iPhone,iOS,4.2.1,Apple Inc.,Mozilla,Unknown,Times,1.2.1,en,GB,1
89505,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1 like Mac OS X; en-GB) Times/1.2.1",Smartphone,Apple,iPhone,iPhone,iOS,5.1,Apple Inc.,Mozilla,Unknown,Times,1.2.1,en,GB,1
88433,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times/1.3.2",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Times,1.3.2,en,GB,1
88139,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3 like Mac OS X; en-GB) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,4.3,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,en,GB,1
88056,"Mozilla/5.0 (Linux; U; Android 2.2.2; en-gb; HTC Desire Build/FRG83G) Times/1.2.3",Smartphone,HTC,Desire,Unknown,ANDROID,2.2.2,Google Inc.,Mozilla,Unknown,Times,1.2.3,en,gb,2
86763,"Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; fr-FR) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,4.3.5,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,fr,FR,1
86500,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_0_1 like Mac OS X; en-GB) Times/1.2.1",Smartphone,Apple,iPhone,iPhone,iOS,5.0.1,Apple Inc.,Mozilla,Unknown,Times,1.2.1,en,GB,1
84662,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times/1.2",Smartphone,Apple,iPhone,iPhone,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,Times,1.2,en,GB,1
83992,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; en-AU) Times of London/1.3.2",Smartphone,Apple,iPhone,iPhone,iOS,6.0,Apple Inc.,Mozilla,Unknown,Times of London,1.3.2,en,AU,1
83533,"Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; HTC Wildfire S A510e Build/GRJ90) Times/1.3.0",Smartphone,HTC,Wildfire S A510e,Unknown,ANDROID,2.3.5,Google Inc.,Mozilla,Unknown,Times,1.3.0,en,gb,2
83148,"Mozilla/5.0 (Linux; U; Android 2.3.3; en-gb; GT-I9100 Build/GINGERBREAD) Times/1.2",Smartphone,Unknown,GT-I9100,Unknown,ANDROID,2.3.3,Google Inc.,Mozilla,Unknown,Times,1.2,en,gb,3
82559,"Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-MT) iPadTimesAnvil/2.7",Tablet,Apple,iPad,iPad,iOS,5.1.1,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.7,en,MT,1
82056,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1",Computer,Apple,Computer,Unknown,MAC OS X,10.6.8,Apple Inc.,Safari,5.0.5,Unknown,Unknown,en,us,3
81371,"Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; it-IT) iPadTimesAnvil/2.8.1",Tablet,Apple,iPad,iPad,iOS,6.0,Apple Inc.,Mozilla,Unknown,iPadTimesAnvil,2.8.1,it,IT,1
