PAGE HITS,USER-AGENT-STRING,DEVICE TYPE,DEVICE MAKER,DEVICE MODEL,DEVICE MODEL VERSION,OS,OS VERSION,BROWSER,BROWSER VERSION,UNKNOWN PROPERTIES
92649,Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML like Gecko) Mobile/9B206,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Apple Mail,Unknown,1
92636,Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; en-GB) Times/1.2.1,Mobile,Apple,iPhone,iPhone,iOS,4.2.1,Mozilla,Unknown,1
89505,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1 like Mac OS X; en-GB) Times/1.2.1,Mobile,Apple,iPhone,iPhone,iOS,5.1,Mozilla,Unknown,1
88433,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times/1.3.2,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
88139,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3 like Mac OS X; en-GB) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,4.3,Mozilla,Unknown,1
88056,Mozilla/5.0 (Linux; U; Android 2.2.2; en-gb; HTC Desire Build/FRG83G) Times/1.2.3,Mobile,HTC,Desire,Unknown,Android,2.2.2,Mozilla,Unknown,2
86763,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; fr-FR) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.5,Mozilla,Unknown,1
86500,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_0_1 like Mac OS X; en-GB) Times/1.2.1,Mobile,Apple,iPhone,iPhone,iOS,5.0.1,Mozilla,Unknown,1
84662,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times/1.2,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
83992,Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; en-AU) Times of London/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,6.0,Mozilla,Unknown,1
83533,Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; HTC Wildfire S A510e Build/GRJ90) Times/1.3.0,Mobile,HTC,Wildfire S A510e,Unknown,Android,2.3.5,Mozilla,Unknown,2
83148,Mozilla/5.0 (Linux; U; Android 2.3.3; en-gb; GT-I9100 Build/GINGERBREAD) Times/1.2,Mobile,Unknown,GT-I9100,Unknown,Android,2.3.3,Mozilla,Unknown,3
82559,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-MT) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
82056,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; en-us) AppleWebKit/533.21.1 (KHTML like Gecko) Version/5.0.5 Safari/533.21.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.6.8,Safari,5.0.5,2
81371,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; it-IT) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
81094,Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; LT26i Build/6.1.A.0.453) Times/1.3.0,Mobile,Unknown,LT26i,Unknown,Android,4.0.4,Mozilla,Unknown,3
79100,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-BE) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
79075,Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; ST18i Build/4.0.2.A.0.62) Times/1.3.0,Mobile,Unknown,ST18i,Unknown,Android,2.3.4,Mozilla,Unknown,3
78357,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; nb-NO) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
78151,Mozilla/5.0 (Linux; U; Android 2.3.6; en-gb; GT-N7000 Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-N7000,Unknown,Android,2.3.6,Mozilla,Unknown,3
77935,Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.4 (KHTML like Gecko) Chrome/22.0.1229.94 Safari/537.4,Computer,Unknown,Unknown,Unknown,Windows,XP,Chrome,22.0.1229.94,3
77721,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.4 (KHTML like Gecko) Chrome/22.0.1229.94 Safari/537.4,Computer,Unknown,Unknown,Unknown,Windows,7,Chrome,22.0.1229.94,3
77602,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-HK) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
77216,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.55.3 (KHTML like Gecko) Version/5.1.5 Safari/534.55.3,Computer,Apple,Unknown,Unknown,Mac OS X,10.6.8,Safari,5.1.5,2
77173,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/537.1 (KHTML like Gecko) Chrome/21.0.1180.89 Safari/537.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.8.1,Chrome,21.0.1180.89,2
77135,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; es-ES) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
77097,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; fr-FR) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
76635,Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.1 (KHTML like Gecko) Chrome/21.0.1180.83 Safari/537.1,Computer,Unknown,Unknown,Unknown,Windows,Vista,Chrome,21.0.1180.83,3
75931,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-ZA) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
75097,Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; en-US) Times/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,6.0,Mozilla,Unknown,1
74558,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.52.7 (KHTML like Gecko) Version/5.1.2 Safari/534.52.7,Computer,Apple,Unknown,Unknown,Mac OS X,10.6.8,Safari,5.1.2,2
73276,Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; en-GB) Times of London/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,6.0,Mozilla,Unknown,1
72959,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.4 (KHTML like Gecko) Chrome/22.0.1229.79 Safari/537.4,Computer,Apple,Unknown,Unknown,Mac OS X,10.6.8,Chrome,22.0.1229.79,2
72829,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-AU) Sunday Times/223,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
72657,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_4 like Mac OS X; en-GB) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,4.3.4,Mozilla,Unknown,1
72143,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-AU) Times of London/1.3,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
71351,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3 like Mac OS X; en-US) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3,Mozilla,Unknown,1
70959,Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; fr-FR) Times/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,6.0,Mozilla,Unknown,1
70518,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-IE) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
70247,Mozilla/5.0 (Windows NT 6.1; rv:14.0) Gecko/20100101 Firefox/14.0.1,Computer,Unknown,Unknown,Unknown,Windows,7,Firefox,14.0.1,3
69817,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8) AppleWebKit/536.25 (KHTML like Gecko) Version/6.0 Safari/536.25,Computer,Apple,Unknown,Unknown,Mac OS X,10.8,Safari,6.0,2
69709,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; ja-JP) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
69590,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
68997,Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; HTC One S Build/IMM76D) Times/1.3.0,Mobile,HTC,One S,Unknown,Android,4.0.4,Mozilla,Unknown,2
68664,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
68198,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-AU) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
68161,Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; GT-I9100P Build/GINGERBREAD) Times/1.2.2,Mobile,Unknown,GT-I9100P,Unknown,Android,2.3.4,Mozilla,Unknown,3
66794,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; fr-CH) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
66613,Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; en-IE) Times/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,6.0,Mozilla,Unknown,1
66437,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
66044,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US) Times/1.3.1,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
65900,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; fr-FR) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
65620,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:15.0) Gecko/20100101 Firefox/15.0.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.8,Firefox,15.0.1,2
65236,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_2 like Mac OS X; en-GB) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,4.3.2,Mozilla,Unknown,1
65136,Mozilla/4.0 (compatible; MSIE 7.0; Windows Phone OS 7.0; Trident/3.1; IEMobile/7.0; NOKIA; Lumia 800) TheTimes.App,Mobile,NOKIA,Lumia 800,Lumia 800,Windows,Mobile 7,Internet Explorer,7.0,0
64511,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-GB) iPadTimesAnvil/2.5,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
64490,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-IE) Sunday Times/223,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
63811,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-ZA) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1,Mozilla,Unknown,1
63471,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-CA) Sunday Times/223,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
62852,Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; GT-S5830 Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-S5830,Unknown,Android,2.3.4,Mozilla,Unknown,3
62776,Mozilla/5.0 (iPad; CPU OS 5_0_1 like Mac OS X) AppleWebKit/534.46 (KHTML like Gecko) Version/5.1 Mobile/9A405 Safari/7534.48.3,Tablet,Apple,iPad,iPad,iOS,5.0.1,Safari,5.1,0
62713,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),Computer,Unknown,Unknown,Unknown,BOT,Unknown,Robot/Spider,Unknown,5
62581,Mozilla/5.0 (Linux; U; Android 2.3.6; en-gb; GT-S5830i Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-S5830i,Unknown,Android,2.3.6,Mozilla,Unknown,3
62150,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; fi-FI) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
61994,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:15.0) Gecko/20100101 Firefox/15.0.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.5,Firefox,15.0.1,2
61448,Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML like Gecko) Mobile/10A403,Tablet,Apple,iPad,iPad,iOS,6.0,Apple Mail,Unknown,1
61412,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; de-CH) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
61065,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; el-GR) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
60722,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; pl-PL) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
60684,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US) Times of London/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
60573,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times/1.3,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
59865,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-ZA) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
59717,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0),Computer,Unknown,Unknown,Unknown,Windows,Vista,Internet Explorer,9.0,3
59696,Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; en-GB) Times/1.3.1,Mobile,Apple,iPhone,iPhone,iOS,6.0,Mozilla,Unknown,1
59519,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times of London/1.3,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
59385,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.4 (KHTML like Gecko) Chrome/22.0.1229.92 Safari/537.4,Computer,Unknown,Unknown,Unknown,Windows,7,Chrome,22.0.1229.92,3
58986,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-SG) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
58463,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-GB) iPadTimesAnvil/2.5,Mobile,Apple,iPad,iPad,iOS,5.0.1,Mozilla,Unknown,1
58374,Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.4 (KHTML like Gecko) Chrome/22.0.1229.92 Safari/537.4,Computer,Unknown,Unknown,Unknown,Windows,XP,Chrome,22.0.1229.92,3
58270,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,7.0,3
57945,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-IE) Times/1.3.1,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
57787,Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.4 (KHTML like Gecko) Chrome/22.0.1229.94 Safari/537.4,Computer,Unknown,Unknown,Unknown,Windows,Vista,Chrome,22.0.1229.94,3
57610,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-IN) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
56702,Mozilla/5.0 (Windows NT 6.0; rv:14.0) Gecko/20100101 Firefox/14.0.1,Computer,Unknown,Unknown,Unknown,Windows,Vista,Firefox,14.0.1,3
56573,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
55331,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-GB) iPadTimesAnvil/2.5,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
54827,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; de-DE) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
54166,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-GB) iPadTimesAnvil/2.5,Mobile,Apple,iPad,iPad,iOS,5.1,Mozilla,Unknown,1
53899,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-IE) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
53844,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; he-IL) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
53472,Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; HTC Desire C Build/IML74K) Times/1.3.0,Mobile,HTC,Desire C,Unknown,Android,4.0.3,Mozilla,Unknown,2
52967,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-CA) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
52626,Mozilla/5.0 (Windows NT 6.1; rv:15.0) Gecko/20100101 Firefox/15.0,Computer,Unknown,Unknown,Unknown,Windows,7,Firefox,15.0,3
52419,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-ZA) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
52374,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; ru-RU) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
51276,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0 like Mac OS X; en-GB) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.0,Mozilla,Unknown,1
51271,Mozilla/5.0 (Windows NT 6.0; rv:15.0) Gecko/20100101 Firefox/15.0,Computer,Unknown,Unknown,Unknown,Windows,Vista,Firefox,15.0,3
50779,Mozilla/5.0 (Linux; U; Android 4.1.1; en-us; Nexus 7 Build/JRO03D) Times/1.3.0,Mobile,Unknown,Nexus 7,Unknown,Android,4.1.1,Mozilla,Unknown,3
50505,Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; LT15i Build/4.0.2.A.0.62) Times/1.3.0,Mobile,Unknown,LT15i,Unknown,Android,2.3.4,Mozilla,Unknown,3
50016,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-SG) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1,Mozilla,Unknown,1
49949,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_2 like Mac OS X; en-US) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.2,Mozilla,Unknown,1
49755,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-CA) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.0.1,Mozilla,Unknown,1
49316,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; nb-NO) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
49314,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_1 like Mac OS X; en-GB) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,4.3.1,Mozilla,Unknown,1
49188,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.4; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
48847,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-ZA) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
48600,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; nl-NL) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
48353,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; pt-PT) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
48294,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; es-ES) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
48052,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; da-DK) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
47936,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-US) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,4.3.5,Mozilla,Unknown,1
47568,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.4 (KHTML like Gecko) Chrome/22.0.1229.79 Safari/537.4,Computer,Apple,Unknown,Unknown,Mac OS X,10.8.2,Chrome,22.0.1229.79,2
47444,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0 like Mac OS X; en-GB) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.0,Mozilla,Unknown,1
47436,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-CA) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
47259,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;ENGB),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,9.0,3
47112,Mozilla/5.0 (Linux; U; Android 2.3.7; en-gb; AZ210A Build/AZ210A_GB_01.01I) Times/1.3.0,Mobile,Unknown,AZ210A,Unknown,Android,2.3.7,Mozilla,Unknown,3
46840,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-NZ) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
46152,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_5 like Mac OS X; en-CA) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.5,Mozilla,Unknown,1
46103,Mozilla/5.0 (Linux; U; Android 2.3.6; en-gb; GT-S5360 Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-S5360,Unknown,Android,2.3.6,Mozilla,Unknown,3
45835,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-US) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1,Mozilla,Unknown,1
45589,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; pt-PT) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
45283,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_1 like Mac OS X; en-GB) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,4.3.1,Mozilla,Unknown,1
44777,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,8.0,3
44683,Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; MB860 Build/4.5.2A-74_OLE-31) Times/1.3.0,Mobile,Unknown,MB860,Unknown,Android,2.3.4,Mozilla,Unknown,3
44316,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; fr-FR) Times/1.3.1,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
44078,Mozilla/5.0 (Linux; U; Android 4.1.1; en-gb; Nexus S Build/JRO03E) Times/1.3.0,Mobile,Unknown,Nexus S,Unknown,Android,4.1.1,Mozilla,Unknown,3
43774,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-SG) Times/1.3.1,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
43533,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-NZ) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
43154,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; fr-FR) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.0.1,Mozilla,Unknown,1
43021,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-HK) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
42624,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; en-US) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
42515,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-ZW) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
