PAGE HITS,USER-AGENT-STRING,DEVICE TYPE,DEVICE MAKER,DEVICE MODEL,DEVICE MODEL VERSION,OS,OS VERSION,BROWSER,BROWSER VERSION,UNKNOWN PROPERTIES
25094,Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; GT-S5570 Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-S5570,Unknown,Android,2.3.4,Mozilla,Unknown,3
24968,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-HK) Sunday Times/2.1.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
24874,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-IE) Times/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
24720,Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; XOOM 2 ME Build/7.7.1-128_MZ607-14) Times/1.3.0,Tablet,Unknown,XOOM 2 ME,Unknown,Android,4.0.4,Mozilla,Unknown,3
24715,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_0_1 like Mac OS X; en-GB) Times/1.2,Mobile,Apple,iPhone,iPhone,iOS,5.0.1,Mozilla,Unknown,1
24685,Mozilla/5.0 (Linux; Android 4.1.1; Nexus 7 Build/JRO03D) AppleWebKit/535.19 (KHTML like Gecko) Chrome/18.0.1025.166  Safari/535.19,Mobile,Unknown,Nexus 7,Unknown,Android,4.1.1,Chrome,18.0.1025.166,2
24505,Mozilla/5.0 (iPad; U; CPU OS 4_3_3 like Mac OS X; en-gb) AppleWebKit/533.17.9 (KHTML like Gecko) Version/5.0.2 Mobile/8J2 Safari/6533.18.5,Tablet,Apple,iPad,iPad,iOS,4.3.3,Safari,5.0.2,0
24467,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-US) Times/1.2.1,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
24421,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-US) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1,Mozilla,Unknown,1
24414,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_2_1 like Mac OS X; en-US) iPadTimes/2.4,Mobile,Apple,iPad,iPad,iOS,4.2.1,Mozilla,Unknown,1
24322,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; nl-NL) Sunday Times/223,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
24275,Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; en-CA) Times of London/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,6.0,Mozilla,Unknown,1
24183,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; is-IS) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
24135,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; tr-TR) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
24109,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_1 like Mac OS X; en-GB) Sunday Times/2.1.1,Mobile,Apple,iPad,iPad,iOS,4.3.1,Mozilla,Unknown,1
24066,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; fr-FR) iPadTimesAnvil/2.8,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
23979,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_8) AppleWebKit/534.50.2 (KHTML like Gecko) Version/5.0.6 Safari/533.22.3,Computer,Apple,Unknown,Unknown,Mac OS X,10.5.8,Safari,5.0.6,2
23753,Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; HTC Desire S Build/GRJ90) Times/1.2.2,Mobile,HTC,Desire S,Unknown,Android,2.3.5,Mozilla,Unknown,2
23748,Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; HTC Sensation XL with Beats Audio X315e Build/IML74K) Times/1.3.0,Mobile,HTC,Sensation XL with Beats Audio X315e,Unknown,Android,4.0.3,Mozilla,Unknown,2
23649,Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_1 like Mac OS X; en-GB) Times/1.3.1,Mobile,Apple,iPhone,iPhone,iOS,4.3.1,Mozilla,Unknown,1
23557,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; fr-CH) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
23270,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,8.0,3
23264,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-KE) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
23178,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_4 like Mac OS X; en-GB) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,4.3.4,Mozilla,Unknown,1
23091,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.4; .NET CLR 1.1.4322),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
23056,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-SG) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.0.1,Mozilla,Unknown,1
23048,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.1 (KHTML like Gecko) Chrome/21.0.1180.89 Safari/537.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.8.2,Chrome,21.0.1180.89,2
23033,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-AU) iPadTimesAnvil/2.8,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
23003,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; yie9),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,9.0,3
22704,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; en-US) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.0.1,Mozilla,Unknown,1
22633,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-AU) Sunday Times/2.1.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
22477,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.4),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
22474,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
22434,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,8.0,3
22405,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; FunWebProducts),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,9.0,3
22296,Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-P3110 Build/IMM76D) Times/1.3.0,Mobile,Unknown,GT-P3110,Unknown,Android,4.0.4,Mozilla,Unknown,3
22097,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-HK) Times/1.3.1,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
22060,Mozilla/5.0 (Linux; U; Android 2.3.3; en-gb; GT-P1000 Build/GINGERBREAD) Times/1.3.0,Tablet,Unknown,GT-P1000,Unknown,Android,2.3.3,Mozilla,Unknown,3
21951,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.4; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,8.0,3
21860,Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/20100101 Firefox/12.0,Computer,Unknown,Unknown,Unknown,Windows,7,Firefox,12.0,3
21849,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0; GomezAgent 3.0) Gecko/20100101 Firefox/8.0,Computer,Unknown,Unknown,Unknown,Windows,7,Firefox,8.0,3
21801,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; cy-GB) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
21767,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; es-MX) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
21617,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-TT) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
21587,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET4.0C; .NET4.0E),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,8.0,3
21524,Mozilla/5.0 (Linux; U; Android 2.3.4; en-gb; GT-I9100 Build/GINGERBREAD) Times/1.2.2,Mobile,Unknown,GT-I9100,Unknown,Android,2.3.4,Mozilla,Unknown,3
21483,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_1 like Mac OS X; en-AU) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.1,Mozilla,Unknown,1
21315,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; ja-JP) iPadTimesAnvil/2.8.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
21257,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_2 like Mac OS X; en-GB) iPadTimes/2.4,Mobile,Apple,iPad,iPad,iOS,4.3.2,Mozilla,Unknown,1
21194,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/534.57.7 (KHTML like Gecko) Version/5.1.7 Safari/534.57.7,Computer,Apple,Unknown,Unknown,Mac OS X,10.7.5,Safari,5.1.7,2
21134,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-NA) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
21062,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; sv-SE) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
20891,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1 like Mac OS X; en-GB) Times/1.2,Mobile,Apple,iPhone,iPhone,iOS,5.1,Mozilla,Unknown,1
20862,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; de-CH) Sunday Times/223,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
20856,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-IN) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
20839,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; de-AT) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
20806,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB) Times/1.0.1,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
20770,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/534.55.3 (KHTML like Gecko) Version/5.1.5 Safari/534.55.3,Computer,Apple,Unknown,Unknown,Mac OS X,10.7.3,Safari,5.1.5,2
20762,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; de-DE) Times/1.3.1,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
20700,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; nl-BE) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
20639,Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_2_1 like Mac OS X; en-GB) Times/1.0.2,Mobile,Apple,iPhone,iPhone,iOS,4.2.1,Mozilla,Unknown,1
20545,Mozilla/5.0 (Linux; U; Android 2.3.3; en-gb; GT-I9000 Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-I9000,Unknown,Android,2.3.3,Mozilla,Unknown,3
20487,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:11.0) Gecko/20100101 Firefox/11.0,Computer,Unknown,Unknown,Unknown,Windows,7,Firefox,11.0,3
20468,Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-N7000 Build/IMM76D) Times/1.2.3,Mobile,Unknown,GT-N7000,Unknown,Android,4.0.4,Mozilla,Unknown,3
20378,Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; sv-SE) Times/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,6.0,Mozilla,Unknown,1
20350,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0 like Mac OS X; en-CA) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.0,Mozilla,Unknown,1
20326,Mozilla/5.0 (Linux; U; Android 2.3.5; en-us; GT-I9100 Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-I9100,Unknown,Android,2.3.5,Mozilla,Unknown,3
20211,Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-I9300 Build/IMM76D) AppleWebKit/534.30 (KHTML like Gecko) Version/4.0 Mobile Safari/534.30,Mobile,Unknown,GT-I9300,Unknown,Android,4.0.4,Safari,4.0,2
20198,Mozilla/5.0 (iPad; U; CPU OS 4_2_1 like Mac OS X; en-us) AppleWebKit/533.17.9 (KHTML like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5,Tablet,Apple,iPad,iPad,iOS,4.2.1,Safari,5.0.2,0
20168,Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_4 like Mac OS X; en-GB) Times/1.3.1,Mobile,Apple,iPhone,iPhone,iOS,4.3.4,Mozilla,Unknown,1
20148,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_3 like Mac OS X; es-ES) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,4.3.3,Mozilla,Unknown,1
20125,Mozilla/5.0 (Windows NT 5.1; rv:16.0) Gecko/20100101 Firefox/16.0,Computer,Unknown,Unknown,Unknown,Windows,XP,Firefox,16.0,3
20066,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; ko-KR) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
20058,Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; HTC Wildfire S A510e Build/GRJ90) Times/1.2.3,Mobile,HTC,Wildfire S A510e,Unknown,Android,2.3.5,Mozilla,Unknown,2
20027,Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; en-HK) Times/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,6.0,Mozilla,Unknown,1
20010,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0_1 like Mac OS X; de-DE) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.0.1,Mozilla,Unknown,1
19970,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-ZA) Sunday Times/223,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
19811,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; GTB7.4; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; eSobiSubscriber 2.0.4.16; .NET4.0C),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,8.0,3
19803,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-PH) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
19723,Mozilla/5.0 (Linux; U; Android 2.2.1; en-gb; GT-S5830 Build/FROYO) Times/1.2.3,Mobile,Unknown,GT-S5830,Unknown,Android,2.2.1,Mozilla,Unknown,3
19605,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3 like Mac OS X; en-GB) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,4.3,Mozilla,Unknown,1
19477,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,9.0,3
19405,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:15.0) Gecko/20100101 Firefox/15.0.1,Computer,Unknown,Unknown,Unknown,Linux,Unknown,Firefox,15.0.1,4
19404,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-GB@calendar=japanese) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
19377,Mozilla/5.0 (PlayBook; U; RIM Tablet OS 2.0.1; en-US) AppleWebKit/535.8+ (KHTML like Gecko) Version/7.2.0.1 Safari/535.8+,Tablet,BlackBerry,PlayBook,PlayBook,BlackBerry,2.0.1,Safari,7.2.0,0
19229,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; es-MX) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
19119,Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.11 (KHTML like Gecko) Chrome/20.0.1132.57 Safari/536.11,Computer,Unknown,Unknown,Unknown,Windows,XP,Chrome,20.0.1132.57,3
19083,Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; it-IT) Times/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,6.0,Mozilla,Unknown,1
19082,Mozilla/5.0 (Linux; U; Android 2.2.1; en-gb; HTC Wildfire Build/FRG83D) Times/1.2.3,Mobile,HTC,Wildfire,Unknown,Android,2.2.1,Mozilla,Unknown,2
18975,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; nl-BE) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
18920,Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; HTC Desire S Build/GRJ90) Times/1.2.3,Mobile,HTC,Desire S,Unknown,Android,2.3.5,Mozilla,Unknown,2
18812,Mozilla/5.0 (iPhone; U; CPU iPhone OS 6_0 like Mac OS X; zh-CN) Times of London/1.3.2,Mobile,Apple,iPhone,iPhone,iOS,6.0,Mozilla,Unknown,1
18777,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,8.0,3
18746,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-PK) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
18744,Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; GT-I9000 Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-I9000,Unknown,Android,2.3.5,Mozilla,Unknown,3
18736,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1 like Mac OS X; en-BZ) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1,Mozilla,Unknown,1
18615,Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; GT-I9100 Build/IML74K) Times/1.2.3,Mobile,Unknown,GT-I9100,Unknown,Android,4.0.3,Mozilla,Unknown,3
18538,Mozilla/5.0 (iPad; U; CPU iPhone OS 4_3_1 like Mac OS X; en-GB) iPadTimes/2.4,Mobile,Apple,iPad,iPad,iOS,4.3.1,Mozilla,Unknown,1
18473,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; pt-PT) Sunday Times/223,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
18428,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-ZA) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
18394,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; tr-TR) iPadTimesAnvil/2.8.1,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
18352,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; en-IE) Sunday Times/2.1.1,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
18312,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;ENUS),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,9.0,3
18300,Mozilla/5.0 (Linux; U; Android 4.0.4; en-gb; GT-I9300 Build/IMM76D) Times/1.2.3,Mobile,Unknown,GT-I9300,Unknown,Android,4.0.4,Mozilla,Unknown,3
18134,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; zh-HK) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
18095,Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML like Gecko) Version/6.0 Mobile/10A405 Safari/8536.25,Mobile,Apple,iPhone,iPhone,iOS,6.0,Safari,6.0,0
17926,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1_1 like Mac OS X; en-AU) Times/1.3.1,Mobile,Apple,iPhone,iPhone,iOS,5.1.1,Mozilla,Unknown,1
17900,Mozilla/5.0 (Windows NT 6.1; rv:13.0) Gecko/20100101 Firefox/13.0.1,Computer,Unknown,Unknown,Unknown,Windows,7,Firefox,13.0.1,3
17890,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; pt-BR) iPadTimesAnvil/2.7,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
17869,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727),Computer,Unknown,Unknown,Unknown,Windows,XP,Internet Explorer,8.0,3
17866,Mozilla/5.0 (Linux; U; Android 4.0.3; en-gb; Transformer TF101 Build/IML74K) Times/1.3.0,Tablet,Unknown,Transformer TF101,Unknown,Android,4.0.3,Mozilla,Unknown,3
17865,Mozilla/5.0 (iPod touch; U; CPU iPhone OS 4_2_1 like Mac OS X; en-GB) Times/1.0.2,Mobile,Apple,iPod touch,iPod touch,iOS,4.2.1,Mozilla,Unknown,1
17857,Mozilla/5.0 (Windows NT 5.1; rv:13.0) Gecko/20100101 Firefox/13.0.1,Computer,Unknown,Unknown,Unknown,Windows,XP,Firefox,13.0.1,3
17840,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.5; rv:14.0) Gecko/20100101 Firefox/14.0.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.5,Firefox,14.0.1,2
17789,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; InfoPath.3),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,8.0,3
17677,Opera/9.80 (Windows NT 6.1; WOW64; U; en) Presto/2.10.289 Version/12.02,Computer,Unknown,Unknown,Unknown,Windows,7,Opera,12.02,3
17608,Mozilla/5.0 (Linux; U; Android 2.3.7; en-gb; ST25i Build/6.0.B.1.564) Times/1.3.0,Mobile,Unknown,ST25i,Unknown,Android,2.3.7,Mozilla,Unknown,3
17581,Mozilla/5.0 (iPhone; U; CPU iPhone OS 5_1 like Mac OS X; en-GB) Times/1.3,Mobile,Apple,iPhone,iPhone,iOS,5.1,Mozilla,Unknown,1
17537,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_0 like Mac OS X; en-GB) iPadTimesAnvil/2.8,Mobile,Apple,iPad,iPad,iOS,5.0,Mozilla,Unknown,1
17504,Mozilla/5.0 (Linux; U; Android 2.3.5; en-gb; HTC Wildfire S Build/GRJ90) Times/1.3.0,Mobile,HTC,Wildfire S,Unknown,Android,2.3.5,Mozilla,Unknown,2
17433,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; de-DE) Sunday Times/223,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
17418,Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.57.2 (KHTML like Gecko) Version/5.1.7 Safari/534.57.2,Computer,Unknown,Unknown,Unknown,Windows,Vista,Safari,5.1.7,3
17409,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,7.0,3
17405,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MALC),Computer,Unknown,Unknown,Unknown,Windows,7,Internet Explorer,9.0,3
17398,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/537.1 (KHTML like Gecko) Chrome/21.0.1180.90 Safari/537.1,Computer,Apple,Unknown,Unknown,Mac OS X,10.5.8,Chrome,21.0.1180.90,2
17329,Mozilla/5.0 (Windows NT 5.1; rv:10.0.2) Gecko/20100101 Firefox/10.0.2,Computer,Unknown,Unknown,Unknown,Windows,XP,Firefox,10.0.2,3
17306,Mozilla/5.0 (Linux; U; Android 2.3.6; en-gb; GT-S7500 Build/GINGERBREAD) Times/1.3.0,Mobile,Unknown,GT-S7500,Unknown,Android,2.3.6,Mozilla,Unknown,3
17139,Mozilla/5.0 (iPad; U; CPU iPhone OS 6_0 like Mac OS X; en-IE) iPadTimesAnvil/2.8,Tablet,Apple,iPad,iPad,iOS,6.0,Mozilla,Unknown,1
17099,Mozilla/5.0 (iPad; U; CPU iPhone OS 5_1_1 like Mac OS X; cy-GB) iPadTimesAnvil/2.7,Mobile,Apple,iPad,iPad,iOS,5.1.1,Mozilla,Unknown,1
